"Notes"	"County"	"id"	"Month"	"Month Code"	daily_max_air_temp_f
	"Jackson County, AL"	"01071"	"Apr"	"4"	67.67
	"Jackson County, AL"	"01071"	"May"	"5"	75.79
	"Jackson County, AL"	"01071"	"Jun"	"6"	82.70
	"Jackson County, AL"	"01071"	"Jul"	"7"	85.64
	"Jackson County, AL"	"01071"	"Aug"	"8"	86.06
	"Jackson County, AL"	"01071"	"Sep"	"9"	80.26
	"Jackson County, AL"	"01071"	"Oct"	"10"	70.16
	"Jackson County, AL"	"01071"	"Nov"	"11"	59.64
	"Jackson County, AL"	"01071"	"Dec"	"12"	50.14
"Total"	"Jackson County, AL"	"01071"			68.12
	"Jefferson County, AL"	"01073"	"Jan"	"1"	51.56
	"Jefferson County, AL"	"01073"	"Feb"	"2"	56.05
	"Jefferson County, AL"	"01073"	"Mar"	"3"	63.72
	"Jefferson County, AL"	"01073"	"Apr"	"4"	71.31
	"Jefferson County, AL"	"01073"	"May"	"5"	78.90
	"Jefferson County, AL"	"01073"	"Jun"	"6"	85.29
	"Jefferson County, AL"	"01073"	"Jul"	"7"	88.31
	"Jefferson County, AL"	"01073"	"Aug"	"8"	88.73
	"Jefferson County, AL"	"01073"	"Sep"	"9"	83.28
	"Jefferson County, AL"	"01073"	"Oct"	"10"	73.65
	"Jefferson County, AL"	"01073"	"Nov"	"11"	63.40
	"Jefferson County, AL"	"01073"	"Dec"	"12"	54.31
"Total"	"Jefferson County, AL"	"01073"			71.61
	"Lamar County, AL"	"01075"	"Jan"	"1"	51.42
	"Lamar County, AL"	"01075"	"Feb"	"2"	56.15
	"Lamar County, AL"	"01075"	"Mar"	"3"	64.15
	"Lamar County, AL"	"01075"	"Apr"	"4"	71.99
	"Lamar County, AL"	"01075"	"May"	"5"	79.66
	"Lamar County, AL"	"01075"	"Jun"	"6"	86.11
	"Lamar County, AL"	"01075"	"Jul"	"7"	89.20
	"Lamar County, AL"	"01075"	"Aug"	"8"	89.74
	"Lamar County, AL"	"01075"	"Sep"	"9"	84.15
	"Lamar County, AL"	"01075"	"Oct"	"10"	74.32
	"Lamar County, AL"	"01075"	"Nov"	"11"	63.66
	"Lamar County, AL"	"01075"	"Dec"	"12"	54.41
"Total"	"Lamar County, AL"	"01075"			72.15
	"Lauderdale County, AL"	"01077"	"Jan"	"1"	47.66
	"Lauderdale County, AL"	"01077"	"Feb"	"2"	52.26
	"Lauderdale County, AL"	"01077"	"Mar"	"3"	60.61
	"Lauderdale County, AL"	"01077"	"Apr"	"4"	69.26
	"Lauderdale County, AL"	"01077"	"May"	"5"	77.24
	"Lauderdale County, AL"	"01077"	"Jun"	"6"	84.38
	"Lauderdale County, AL"	"01077"	"Jul"	"7"	87.58
	"Lauderdale County, AL"	"01077"	"Aug"	"8"	88.02
	"Lauderdale County, AL"	"01077"	"Sep"	"9"	81.95
	"Lauderdale County, AL"	"01077"	"Oct"	"10"	71.63
	"Lauderdale County, AL"	"01077"	"Nov"	"11"	60.60
	"Lauderdale County, AL"	"01077"	"Dec"	"12"	50.69
"Total"	"Lauderdale County, AL"	"01077"			69.40
	"Lawrence County, AL"	"01079"	"Jan"	"1"	48.50
	"Lawrence County, AL"	"01079"	"Feb"	"2"	53.11
	"Lawrence County, AL"	"01079"	"Mar"	"3"	61.32
	"Lawrence County, AL"	"01079"	"Apr"	"4"	69.72
	"Lawrence County, AL"	"01079"	"May"	"5"	77.68
	"Lawrence County, AL"	"01079"	"Jun"	"6"	84.63
	"Lawrence County, AL"	"01079"	"Jul"	"7"	87.56
	"Lawrence County, AL"	"01079"	"Aug"	"8"	88.12
	"Lawrence County, AL"	"01079"	"Sep"	"9"	82.28
	"Lawrence County, AL"	"01079"	"Oct"	"10"	72.00
	"Lawrence County, AL"	"01079"	"Nov"	"11"	61.15
	"Lawrence County, AL"	"01079"	"Dec"	"12"	51.44
"Total"	"Lawrence County, AL"	"01079"			69.87
	"Lee County, AL"	"01081"	"Jan"	"1"	53.60
	"Lee County, AL"	"01081"	"Feb"	"2"	58.03
	"Lee County, AL"	"01081"	"Mar"	"3"	65.40
	"Lee County, AL"	"01081"	"Apr"	"4"	72.79
	"Lee County, AL"	"01081"	"May"	"5"	80.38
	"Lee County, AL"	"01081"	"Jun"	"6"	86.60
	"Lee County, AL"	"01081"	"Jul"	"7"	88.95
	"Lee County, AL"	"01081"	"Aug"	"8"	88.96
	"Lee County, AL"	"01081"	"Sep"	"9"	84.18
	"Lee County, AL"	"01081"	"Oct"	"10"	75.01
	"Lee County, AL"	"01081"	"Nov"	"11"	65.28
	"Lee County, AL"	"01081"	"Dec"	"12"	56.37
"Total"	"Lee County, AL"	"01081"			73.03
	"Limestone County, AL"	"01083"	"Jan"	"1"	47.69
	"Limestone County, AL"	"01083"	"Feb"	"2"	52.35
	"Limestone County, AL"	"01083"	"Mar"	"3"	60.70
	"Limestone County, AL"	"01083"	"Apr"	"4"	69.27
	"Limestone County, AL"	"01083"	"May"	"5"	77.42
	"Limestone County, AL"	"01083"	"Jun"	"6"	84.49
	"Limestone County, AL"	"01083"	"Jul"	"7"	87.50
	"Limestone County, AL"	"01083"	"Aug"	"8"	87.92
	"Limestone County, AL"	"01083"	"Sep"	"9"	81.97
	"Limestone County, AL"	"01083"	"Oct"	"10"	71.64
	"Limestone County, AL"	"01083"	"Nov"	"11"	60.66
	"Limestone County, AL"	"01083"	"Dec"	"12"	50.79
"Total"	"Limestone County, AL"	"01083"			69.44
	"Lowndes County, AL"	"01085"	"Jan"	"1"	55.69
	"Lowndes County, AL"	"01085"	"Feb"	"2"	59.95
	"Lowndes County, AL"	"01085"	"Mar"	"3"	67.07
	"Lowndes County, AL"	"01085"	"Apr"	"4"	74.37
	"Lowndes County, AL"	"01085"	"May"	"5"	81.93
	"Lowndes County, AL"	"01085"	"Jun"	"6"	87.66
	"Lowndes County, AL"	"01085"	"Jul"	"7"	89.93
	"Lowndes County, AL"	"01085"	"Aug"	"8"	89.91
	"Lowndes County, AL"	"01085"	"Sep"	"9"	85.53
	"Lowndes County, AL"	"01085"	"Oct"	"10"	76.65
	"Lowndes County, AL"	"01085"	"Nov"	"11"	66.84
	"Lowndes County, AL"	"01085"	"Dec"	"12"	58.23
"Total"	"Lowndes County, AL"	"01085"			74.54
	"Macon County, AL"	"01087"	"Jan"	"1"	54.98
	"Macon County, AL"	"01087"	"Feb"	"2"	59.39
	"Macon County, AL"	"01087"	"Mar"	"3"	66.66
	"Macon County, AL"	"01087"	"Apr"	"4"	74.03
	"Macon County, AL"	"01087"	"May"	"5"	81.60
	"Macon County, AL"	"01087"	"Jun"	"6"	87.72
	"Macon County, AL"	"01087"	"Jul"	"7"	89.88
	"Macon County, AL"	"01087"	"Aug"	"8"	89.90
	"Macon County, AL"	"01087"	"Sep"	"9"	85.30
	"Macon County, AL"	"01087"	"Oct"	"10"	76.36
	"Macon County, AL"	"01087"	"Nov"	"11"	66.59
	"Macon County, AL"	"01087"	"Dec"	"12"	57.74
"Total"	"Macon County, AL"	"01087"			74.24
	"Madison County, AL"	"01089"	"Jan"	"1"	47.59
	"Madison County, AL"	"01089"	"Feb"	"2"	52.19
	"Madison County, AL"	"01089"	"Mar"	"3"	60.36
	"Madison County, AL"	"01089"	"Apr"	"4"	68.70
	"Madison County, AL"	"01089"	"May"	"5"	76.87
	"Madison County, AL"	"01089"	"Jun"	"6"	83.95
	"Madison County, AL"	"01089"	"Jul"	"7"	86.82
	"Madison County, AL"	"01089"	"Aug"	"8"	87.34
	"Madison County, AL"	"01089"	"Sep"	"9"	81.46
	"Madison County, AL"	"01089"	"Oct"	"10"	71.20
	"Madison County, AL"	"01089"	"Nov"	"11"	60.41
	"Madison County, AL"	"01089"	"Dec"	"12"	50.67
"Total"	"Madison County, AL"	"01089"			69.04
	"Marengo County, AL"	"01091"	"Jan"	"1"	55.46
	"Marengo County, AL"	"01091"	"Feb"	"2"	59.78
	"Marengo County, AL"	"01091"	"Mar"	"3"	67.18
	"Marengo County, AL"	"01091"	"Apr"	"4"	74.44
	"Marengo County, AL"	"01091"	"May"	"5"	81.94
	"Marengo County, AL"	"01091"	"Jun"	"6"	87.79
	"Marengo County, AL"	"01091"	"Jul"	"7"	90.22
	"Marengo County, AL"	"01091"	"Aug"	"8"	90.43
	"Marengo County, AL"	"01091"	"Sep"	"9"	85.81
	"Marengo County, AL"	"01091"	"Oct"	"10"	76.71
	"Marengo County, AL"	"01091"	"Nov"	"11"	66.75
	"Marengo County, AL"	"01091"	"Dec"	"12"	58.06
"Total"	"Marengo County, AL"	"01091"			74.61
	"Marion County, AL"	"01093"	"Jan"	"1"	49.73
	"Marion County, AL"	"01093"	"Feb"	"2"	54.33
	"Marion County, AL"	"01093"	"Mar"	"3"	62.47
	"Marion County, AL"	"01093"	"Apr"	"4"	70.35
	"Marion County, AL"	"01093"	"May"	"5"	77.96
	"Marion County, AL"	"01093"	"Jun"	"6"	84.59
	"Marion County, AL"	"01093"	"Jul"	"7"	87.87
	"Marion County, AL"	"01093"	"Aug"	"8"	88.44
	"Marion County, AL"	"01093"	"Sep"	"9"	82.73
	"Marion County, AL"	"01093"	"Oct"	"10"	72.71
	"Marion County, AL"	"01093"	"Nov"	"11"	62.27
	"Marion County, AL"	"01093"	"Dec"	"12"	52.75
"Total"	"Marion County, AL"	"01093"			70.59
	"Marshall County, AL"	"01095"	"Jan"	"1"	48.30
	"Marshall County, AL"	"01095"	"Feb"	"2"	52.81
	"Marshall County, AL"	"01095"	"Mar"	"3"	60.84
	"Marshall County, AL"	"01095"	"Apr"	"4"	68.94
	"Marshall County, AL"	"01095"	"May"	"5"	77.01
	"Marshall County, AL"	"01095"	"Jun"	"6"	83.81
	"Marshall County, AL"	"01095"	"Jul"	"7"	86.66
	"Marshall County, AL"	"01095"	"Aug"	"8"	87.28
	"Marshall County, AL"	"01095"	"Sep"	"9"	81.52
	"Marshall County, AL"	"01095"	"Oct"	"10"	71.41
	"Marshall County, AL"	"01095"	"Nov"	"11"	60.80
	"Marshall County, AL"	"01095"	"Dec"	"12"	51.25
"Total"	"Marshall County, AL"	"01095"			69.29
	"Mobile County, AL"	"01097"	"Jan"	"1"	59.78
	"Mobile County, AL"	"01097"	"Feb"	"2"	63.22
	"Mobile County, AL"	"01097"	"Mar"	"3"	69.55
	"Mobile County, AL"	"01097"	"Apr"	"4"	76.01
	"Mobile County, AL"	"01097"	"May"	"5"	82.41
	"Mobile County, AL"	"01097"	"Jun"	"6"	87.35
	"Mobile County, AL"	"01097"	"Jul"	"7"	89.17
	"Mobile County, AL"	"01097"	"Aug"	"8"	89.17
	"Mobile County, AL"	"01097"	"Sep"	"9"	85.65
	"Mobile County, AL"	"01097"	"Oct"	"10"	78.36
	"Mobile County, AL"	"01097"	"Nov"	"11"	69.71
	"Mobile County, AL"	"01097"	"Dec"	"12"	62.22
"Total"	"Mobile County, AL"	"01097"			76.11
	"Monroe County, AL"	"01099"	"Jan"	"1"	57.19
	"Monroe County, AL"	"01099"	"Feb"	"2"	61.19
	"Monroe County, AL"	"01099"	"Mar"	"3"	68.22
	"Monroe County, AL"	"01099"	"Apr"	"4"	75.03
	"Monroe County, AL"	"01099"	"May"	"5"	82.17
	"Monroe County, AL"	"01099"	"Jun"	"6"	87.52
	"Monroe County, AL"	"01099"	"Jul"	"7"	89.58
	"Monroe County, AL"	"01099"	"Aug"	"8"	89.59
	"Monroe County, AL"	"01099"	"Sep"	"9"	85.46
	"Monroe County, AL"	"01099"	"Oct"	"10"	77.21
	"Monroe County, AL"	"01099"	"Nov"	"11"	67.96
	"Monroe County, AL"	"01099"	"Dec"	"12"	59.74
"Total"	"Monroe County, AL"	"01099"			75.13
	"Montgomery County, AL"	"01101"	"Jan"	"1"	55.36
	"Montgomery County, AL"	"01101"	"Feb"	"2"	59.67
	"Montgomery County, AL"	"01101"	"Mar"	"3"	66.90
	"Montgomery County, AL"	"01101"	"Apr"	"4"	74.21
	"Montgomery County, AL"	"01101"	"May"	"5"	81.80
	"Montgomery County, AL"	"01101"	"Jun"	"6"	87.61
	"Montgomery County, AL"	"01101"	"Jul"	"7"	89.81
	"Montgomery County, AL"	"01101"	"Aug"	"8"	89.79
	"Montgomery County, AL"	"01101"	"Sep"	"9"	85.38
	"Montgomery County, AL"	"01101"	"Oct"	"10"	76.49
	"Montgomery County, AL"	"01101"	"Nov"	"11"	66.72
	"Montgomery County, AL"	"01101"	"Dec"	"12"	58.05
"Total"	"Montgomery County, AL"	"01101"			74.38
	"Morgan County, AL"	"01103"	"Jan"	"1"	48.61
	"Morgan County, AL"	"01103"	"Feb"	"2"	53.26
	"Morgan County, AL"	"01103"	"Mar"	"3"	61.41
	"Morgan County, AL"	"01103"	"Apr"	"4"	69.73
	"Morgan County, AL"	"01103"	"May"	"5"	77.78
	"Morgan County, AL"	"01103"	"Jun"	"6"	84.72
	"Morgan County, AL"	"01103"	"Jul"	"7"	87.58
	"Morgan County, AL"	"01103"	"Aug"	"8"	88.15
	"Morgan County, AL"	"01103"	"Sep"	"9"	82.32
	"Morgan County, AL"	"01103"	"Oct"	"10"	72.10
	"Morgan County, AL"	"01103"	"Nov"	"11"	61.29
	"Morgan County, AL"	"01103"	"Dec"	"12"	51.60
"Total"	"Morgan County, AL"	"01103"			69.95
	"Perry County, AL"	"01105"	"Jan"	"1"	54.29
	"Perry County, AL"	"01105"	"Feb"	"2"	58.71
	"Perry County, AL"	"01105"	"Mar"	"3"	66.12
	"Perry County, AL"	"01105"	"Apr"	"4"	73.73
	"Perry County, AL"	"01105"	"May"	"5"	81.33
	"Perry County, AL"	"01105"	"Jun"	"6"	87.30
	"Perry County, AL"	"01105"	"Jul"	"7"	89.81
	"Perry County, AL"	"01105"	"Aug"	"8"	90.03
	"Perry County, AL"	"01105"	"Sep"	"9"	85.24
	"Perry County, AL"	"01105"	"Oct"	"10"	76.00
	"Perry County, AL"	"01105"	"Nov"	"11"	65.75
	"Perry County, AL"	"01105"	"Dec"	"12"	56.80
"Total"	"Perry County, AL"	"01105"			73.82
	"Pickens County, AL"	"01107"	"Jan"	"1"	52.91
	"Pickens County, AL"	"01107"	"Feb"	"2"	57.52
	"Pickens County, AL"	"01107"	"Mar"	"3"	65.34
	"Pickens County, AL"	"01107"	"Apr"	"4"	73.06
	"Pickens County, AL"	"01107"	"May"	"5"	80.69
	"Pickens County, AL"	"01107"	"Jun"	"6"	86.96
	"Pickens County, AL"	"01107"	"Jul"	"7"	89.79
	"Pickens County, AL"	"01107"	"Aug"	"8"	90.20
	"Pickens County, AL"	"01107"	"Sep"	"9"	84.95
	"Pickens County, AL"	"01107"	"Oct"	"10"	75.34
	"Pickens County, AL"	"01107"	"Nov"	"11"	64.71
	"Pickens County, AL"	"01107"	"Dec"	"12"	55.76
"Total"	"Pickens County, AL"	"01107"			73.17
	"Pike County, AL"	"01109"	"Jan"	"1"	55.85
	"Pike County, AL"	"01109"	"Feb"	"2"	60.22
	"Pike County, AL"	"01109"	"Mar"	"3"	67.40
	"Pike County, AL"	"01109"	"Apr"	"4"	74.38
	"Pike County, AL"	"01109"	"May"	"5"	81.81
	"Pike County, AL"	"01109"	"Jun"	"6"	87.32
	"Pike County, AL"	"01109"	"Jul"	"7"	89.19
	"Pike County, AL"	"01109"	"Aug"	"8"	89.04
	"Pike County, AL"	"01109"	"Sep"	"9"	84.87
	"Pike County, AL"	"01109"	"Oct"	"10"	76.38
	"Pike County, AL"	"01109"	"Nov"	"11"	66.91
	"Pike County, AL"	"01109"	"Dec"	"12"	58.45
"Total"	"Pike County, AL"	"01109"			74.38
	"Randolph County, AL"	"01111"	"Jan"	"1"	51.06
	"Randolph County, AL"	"01111"	"Feb"	"2"	55.38
	"Randolph County, AL"	"01111"	"Mar"	"3"	62.95
	"Randolph County, AL"	"01111"	"Apr"	"4"	70.59
	"Randolph County, AL"	"01111"	"May"	"5"	78.22
	"Randolph County, AL"	"01111"	"Jun"	"6"	84.65
	"Randolph County, AL"	"01111"	"Jul"	"7"	87.47
	"Randolph County, AL"	"01111"	"Aug"	"8"	87.62
	"Randolph County, AL"	"01111"	"Sep"	"9"	82.39
	"Randolph County, AL"	"01111"	"Oct"	"10"	72.83
	"Randolph County, AL"	"01111"	"Nov"	"11"	62.91
	"Randolph County, AL"	"01111"	"Dec"	"12"	53.84
"Total"	"Randolph County, AL"	"01111"			70.90
	"Russell County, AL"	"01113"	"Jan"	"1"	55.30
	"Russell County, AL"	"01113"	"Feb"	"2"	59.73
	"Russell County, AL"	"01113"	"Mar"	"3"	67.03
	"Russell County, AL"	"01113"	"Apr"	"4"	74.28
	"Russell County, AL"	"01113"	"May"	"5"	81.84
	"Russell County, AL"	"01113"	"Jun"	"6"	87.91
	"Russell County, AL"	"01113"	"Jul"	"7"	90.02
	"Russell County, AL"	"01113"	"Aug"	"8"	89.94
	"Russell County, AL"	"01113"	"Sep"	"9"	85.50
	"Russell County, AL"	"01113"	"Oct"	"10"	76.55
	"Russell County, AL"	"01113"	"Nov"	"11"	66.93
	"Russell County, AL"	"01113"	"Dec"	"12"	58.03
"Total"	"Russell County, AL"	"01113"			74.49
	"St. Clair County, AL"	"01115"	"Jan"	"1"	50.34
	"St. Clair County, AL"	"01115"	"Feb"	"2"	54.84
	"St. Clair County, AL"	"01115"	"Mar"	"3"	62.65
	"St. Clair County, AL"	"01115"	"Apr"	"4"	70.50
	"St. Clair County, AL"	"01115"	"May"	"5"	78.26
	"St. Clair County, AL"	"01115"	"Jun"	"6"	84.82
	"St. Clair County, AL"	"01115"	"Jul"	"7"	87.64
	"St. Clair County, AL"	"01115"	"Aug"	"8"	88.17
	"St. Clair County, AL"	"01115"	"Sep"	"9"	82.63
	"St. Clair County, AL"	"01115"	"Oct"	"10"	72.81
	"St. Clair County, AL"	"01115"	"Nov"	"11"	62.43
	"St. Clair County, AL"	"01115"	"Dec"	"12"	53.14
"Total"	"St. Clair County, AL"	"01115"			70.76
	"Shelby County, AL"	"01117"	"Jan"	"1"	52.04
	"Shelby County, AL"	"01117"	"Feb"	"2"	56.49
	"Shelby County, AL"	"01117"	"Mar"	"3"	63.96
	"Shelby County, AL"	"01117"	"Apr"	"4"	71.61
	"Shelby County, AL"	"01117"	"May"	"5"	79.17
	"Shelby County, AL"	"01117"	"Jun"	"6"	85.39
	"Shelby County, AL"	"01117"	"Jul"	"7"	88.30
	"Shelby County, AL"	"01117"	"Aug"	"8"	88.62
	"Shelby County, AL"	"01117"	"Sep"	"9"	83.35
	"Shelby County, AL"	"01117"	"Oct"	"10"	73.86
	"Shelby County, AL"	"01117"	"Nov"	"11"	63.69
	"Shelby County, AL"	"01117"	"Dec"	"12"	54.71
"Total"	"Shelby County, AL"	"01117"			71.83
	"Sumter County, AL"	"01119"	"Jan"	"1"	54.56
	"Sumter County, AL"	"01119"	"Feb"	"2"	58.97
	"Sumter County, AL"	"01119"	"Mar"	"3"	66.63
	"Sumter County, AL"	"01119"	"Apr"	"4"	74.12
	"Sumter County, AL"	"01119"	"May"	"5"	81.58
	"Sumter County, AL"	"01119"	"Jun"	"6"	87.59
	"Sumter County, AL"	"01119"	"Jul"	"7"	90.17
	"Sumter County, AL"	"01119"	"Aug"	"8"	90.41
	"Sumter County, AL"	"01119"	"Sep"	"9"	85.59
	"Sumter County, AL"	"01119"	"Oct"	"10"	76.29
	"Sumter County, AL"	"01119"	"Nov"	"11"	66.10
	"Sumter County, AL"	"01119"	"Dec"	"12"	57.24
"Total"	"Sumter County, AL"	"01119"			74.17
	"Talladega County, AL"	"01121"	"Jan"	"1"	51.50
	"Talladega County, AL"	"01121"	"Feb"	"2"	56.00
	"Talladega County, AL"	"01121"	"Mar"	"3"	63.69
	"Talladega County, AL"	"01121"	"Apr"	"4"	71.39
	"Talladega County, AL"	"01121"	"May"	"5"	79.03
	"Talladega County, AL"	"01121"	"Jun"	"6"	85.44
	"Talladega County, AL"	"01121"	"Jul"	"7"	88.23
	"Talladega County, AL"	"01121"	"Aug"	"8"	88.61
	"Talladega County, AL"	"01121"	"Sep"	"9"	83.29
	"Talladega County, AL"	"01121"	"Oct"	"10"	73.64
	"Talladega County, AL"	"01121"	"Nov"	"11"	63.45
	"Talladega County, AL"	"01121"	"Dec"	"12"	54.31
"Total"	"Talladega County, AL"	"01121"			71.62
	"Tallapoosa County, AL"	"01123"	"Jan"	"1"	52.80
	"Tallapoosa County, AL"	"01123"	"Feb"	"2"	57.17
	"Tallapoosa County, AL"	"01123"	"Mar"	"3"	64.63
	"Tallapoosa County, AL"	"01123"	"Apr"	"4"	72.17
	"Tallapoosa County, AL"	"01123"	"May"	"5"	79.77
	"Tallapoosa County, AL"	"01123"	"Jun"	"6"	85.96
	"Tallapoosa County, AL"	"01123"	"Jul"	"7"	88.59
	"Tallapoosa County, AL"	"01123"	"Aug"	"8"	88.79
	"Tallapoosa County, AL"	"01123"	"Sep"	"9"	83.72
	"Tallapoosa County, AL"	"01123"	"Oct"	"10"	74.45
	"Tallapoosa County, AL"	"01123"	"Nov"	"11"	64.54
	"Tallapoosa County, AL"	"01123"	"Dec"	"12"	55.59
"Total"	"Tallapoosa County, AL"	"01123"			72.42
	"Tuscaloosa County, AL"	"01125"	"Jan"	"1"	52.81
	"Tuscaloosa County, AL"	"01125"	"Feb"	"2"	57.35
	"Tuscaloosa County, AL"	"01125"	"Mar"	"3"	65.23
	"Tuscaloosa County, AL"	"01125"	"Apr"	"4"	72.65
	"Tuscaloosa County, AL"	"01125"	"May"	"5"	80.08
	"Tuscaloosa County, AL"	"01125"	"Jun"	"6"	86.27
	"Tuscaloosa County, AL"	"01125"	"Jul"	"7"	89.32
	"Tuscaloosa County, AL"	"01125"	"Aug"	"8"	89.74
	"Tuscaloosa County, AL"	"01125"	"Sep"	"9"	84.49
	"Tuscaloosa County, AL"	"01125"	"Oct"	"10"	75.02
	"Tuscaloosa County, AL"	"01125"	"Nov"	"11"	64.70
	"Tuscaloosa County, AL"	"01125"	"Dec"	"12"	55.72
"Total"	"Tuscaloosa County, AL"	"01125"			72.85
	"Walker County, AL"	"01127"	"Jan"	"1"	51.46
	"Walker County, AL"	"01127"	"Feb"	"2"	56.02
	"Walker County, AL"	"01127"	"Mar"	"3"	63.94
	"Walker County, AL"	"01127"	"Apr"	"4"	71.62
	"Walker County, AL"	"01127"	"May"	"5"	79.13
	"Walker County, AL"	"01127"	"Jun"	"6"	85.59
	"Walker County, AL"	"01127"	"Jul"	"7"	88.68
	"Walker County, AL"	"01127"	"Aug"	"8"	89.21
	"Walker County, AL"	"01127"	"Sep"	"9"	83.67
	"Walker County, AL"	"01127"	"Oct"	"10"	73.97
	"Walker County, AL"	"01127"	"Nov"	"11"	63.60
	"Walker County, AL"	"01127"	"Dec"	"12"	54.40
"Total"	"Walker County, AL"	"01127"			71.85
	"Washington County, AL"	"01129"	"Jan"	"1"	58.13
	"Washington County, AL"	"01129"	"Feb"	"2"	61.97
	"Washington County, AL"	"01129"	"Mar"	"3"	69.09
	"Washington County, AL"	"01129"	"Apr"	"4"	75.97
	"Washington County, AL"	"01129"	"May"	"5"	82.63
	"Washington County, AL"	"01129"	"Jun"	"6"	87.85
	"Washington County, AL"	"01129"	"Jul"	"7"	89.94
	"Washington County, AL"	"01129"	"Aug"	"8"	90.04
	"Washington County, AL"	"01129"	"Sep"	"9"	85.82
	"Washington County, AL"	"01129"	"Oct"	"10"	77.95
	"Washington County, AL"	"01129"	"Nov"	"11"	68.79
	"Washington County, AL"	"01129"	"Dec"	"12"	60.64
"Total"	"Washington County, AL"	"01129"			75.80
	"Wilcox County, AL"	"01131"	"Jan"	"1"	56.41
	"Wilcox County, AL"	"01131"	"Feb"	"2"	60.61
	"Wilcox County, AL"	"01131"	"Mar"	"3"	67.79
	"Wilcox County, AL"	"01131"	"Apr"	"4"	74.83
	"Wilcox County, AL"	"01131"	"May"	"5"	82.31
	"Wilcox County, AL"	"01131"	"Jun"	"6"	87.94
	"Wilcox County, AL"	"01131"	"Jul"	"7"	90.27
	"Wilcox County, AL"	"01131"	"Aug"	"8"	90.33
	"Wilcox County, AL"	"01131"	"Sep"	"9"	85.96
	"Wilcox County, AL"	"01131"	"Oct"	"10"	77.13
	"Wilcox County, AL"	"01131"	"Nov"	"11"	67.43
	"Wilcox County, AL"	"01131"	"Dec"	"12"	58.90
"Total"	"Wilcox County, AL"	"01131"			75.06
	"Winston County, AL"	"01133"	"Jan"	"1"	49.45
	"Winston County, AL"	"01133"	"Feb"	"2"	54.00
	"Winston County, AL"	"01133"	"Mar"	"3"	61.97
	"Winston County, AL"	"01133"	"Apr"	"4"	69.95
	"Winston County, AL"	"01133"	"May"	"5"	77.66
	"Winston County, AL"	"01133"	"Jun"	"6"	84.38
	"Winston County, AL"	"01133"	"Jul"	"7"	87.42
	"Winston County, AL"	"01133"	"Aug"	"8"	88.04
	"Winston County, AL"	"01133"	"Sep"	"9"	82.32
	"Winston County, AL"	"01133"	"Oct"	"10"	72.27
	"Winston County, AL"	"01133"	"Nov"	"11"	61.73
	"Winston County, AL"	"01133"	"Dec"	"12"	52.33
"Total"	"Winston County, AL"	"01133"			70.20
	"Apache County, AZ"	"04001"	"Jan"	"1"	38.16
	"Apache County, AZ"	"04001"	"Feb"	"2"	43.04
	"Apache County, AZ"	"04001"	"Mar"	"3"	51.65
	"Apache County, AZ"	"04001"	"Apr"	"4"	60.67
	"Apache County, AZ"	"04001"	"May"	"5"	70.61
	"Apache County, AZ"	"04001"	"Jun"	"6"	81.14
	"Apache County, AZ"	"04001"	"Jul"	"7"	85.50
	"Apache County, AZ"	"04001"	"Aug"	"8"	83.01
	"Apache County, AZ"	"04001"	"Sep"	"9"	76.47
	"Apache County, AZ"	"04001"	"Oct"	"10"	64.36
	"Apache County, AZ"	"04001"	"Nov"	"11"	51.26
	"Apache County, AZ"	"04001"	"Dec"	"12"	40.28
"Total"	"Apache County, AZ"	"04001"			62.27
	"Cochise County, AZ"	"04003"	"Jan"	"1"	54.90
	"Cochise County, AZ"	"04003"	"Feb"	"2"	58.53
	"Cochise County, AZ"	"04003"	"Mar"	"3"	64.50
	"Cochise County, AZ"	"04003"	"Apr"	"4"	72.44
	"Cochise County, AZ"	"04003"	"May"	"5"	81.29
	"Cochise County, AZ"	"04003"	"Jun"	"6"	90.25
	"Cochise County, AZ"	"04003"	"Jul"	"7"	91.02
	"Cochise County, AZ"	"04003"	"Aug"	"8"	88.59
	"Cochise County, AZ"	"04003"	"Sep"	"9"	84.94
	"Cochise County, AZ"	"04003"	"Oct"	"10"	75.25
	"Cochise County, AZ"	"04003"	"Nov"	"11"	63.89
	"Cochise County, AZ"	"04003"	"Dec"	"12"	55.37
"Total"	"Cochise County, AZ"	"04003"			73.48
	"Coconino County, AZ"	"04005"	"Jan"	"1"	40.97
	"Coconino County, AZ"	"04005"	"Feb"	"2"	45.36
	"Coconino County, AZ"	"04005"	"Mar"	"3"	53.33
	"Coconino County, AZ"	"04005"	"Apr"	"4"	61.73
	"Coconino County, AZ"	"04005"	"May"	"5"	71.83
	"Coconino County, AZ"	"04005"	"Jun"	"6"	82.38
	"Coconino County, AZ"	"04005"	"Jul"	"7"	87.52
	"Coconino County, AZ"	"04005"	"Aug"	"8"	85.25
	"Coconino County, AZ"	"04005"	"Sep"	"9"	78.49
	"Coconino County, AZ"	"04005"	"Oct"	"10"	66.13
	"Coconino County, AZ"	"04005"	"Nov"	"11"	52.76
	"Coconino County, AZ"	"04005"	"Dec"	"12"	42.50
"Total"	"Coconino County, AZ"	"04005"			64.11
	"Gila County, AZ"	"04007"	"Jan"	"1"	51.00
	"Gila County, AZ"	"04007"	"Feb"	"2"	53.73
	"Gila County, AZ"	"04007"	"Mar"	"3"	59.29
	"Gila County, AZ"	"04007"	"Apr"	"4"	67.36
